summary,config,name
"{'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.6783039762170198]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.2519816227183639]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.3625734918810544]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, '_step': 0, 'conductance': 0.2519816227183639, 'community_count': 5, 'internal_edge_density': 0.36567006281584286, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.6783039762170198]]}, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.5485564269537935]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.1087807375034889]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.17759793011156547]]}, 'expansion': 2.67830397621702, 'modularity': 0.5485564269537935, 'modularity_overlap': 0.17759793011156547, 'link_modularity': 0.1087807375034889, 'avg_odf': 2.67830397621702, '_timestamp': 1643827133, 'z_modularity': 1.3625734918810544, '_wandb': {'runtime': 524}, '_runtime': 519, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.36567006281584286]]}}","{'k': 10, 'ks': 5, 'lr': 0.04907640761070508, 'beta': 0.18592215654092645, 'alpha': 0.1301590763890702, 'dataset': 'misc-football', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 50, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 100000, 'num_workers': 10, 'walk_length': 80, 'window_size': 20, 'number_walks': 30, 'down_sampling': 0, 'representation_size': 32}",2022-02-02_19-30-13-ComE-misc-football:static
"{'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.3775034267418168]]}, '_wandb': {'runtime': 328}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.3825514330377564]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.11043259439879087]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.1919566520758389]]}, 'link_modularity': 0.11043259439879088, 'internal_edge_density': 0.3775034267418168, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.5710151446993548]]}, '_step': 0, 'avg_odf': 2.5710151446993548, '_timestamp': 1643826582, 'conductance': 0.24068424315948853, 'z_modularity': 1.3825514330377564, 'modularity_overlap': 0.1919566520758389, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.5582991146156282]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.24068424315948853]]}, '_runtime': 323, 'expansion': 2.5710151446993548, 'modularity': 0.5582991146156282, 'community_count': 5, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.5710151446993548]]}}","{'k': 3, 'ks': 5, 'lr': 0.05719924358271608, 'beta': 0.10579390823646267, 'alpha': 0.16602302588514445, 'dataset': 'misc-football', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 50, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 100000, 'num_workers': 10, 'walk_length': 40, 'window_size': 10, 'number_walks': 30, 'down_sampling': 0, 'representation_size': 128}",2022-02-02_19-24-19-ComE-misc-football:static
"{'_wandb': {'runtime': 447}, 'community_count': 5, 'internal_edge_density': 0.3792747349269088, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.5745857162245954]]}, 'modularity': 0.5745857162245954, 'conductance': 0.22493635029429035, 'modularity_overlap': 0.20572922100905525, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.4004066985645935]]}, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.4004066985645935]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.4313285281985781]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.20572922100905525]]}, '_step': 0, '_runtime': 443, 'expansion': 2.4004066985645935, 'z_modularity': 1.431328528198578, 'link_modularity': 0.11232022854485578, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.22493635029429035]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.11232022854485578]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.37927473492690883]]}, 'avg_odf': 2.4004066985645935, '_timestamp': 1643826231}","{'k': 20, 'ks': 5, 'lr': 0.005094298749790079, 'beta': 0.10870639567606516, 'alpha': 0.184633798294916, 'dataset': 'misc-football', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 80, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 100000, 'num_workers': 10, 'walk_length': 40, 'window_size': 5, 'number_walks': 30, 'down_sampling': 0, 'representation_size': 64}",2022-02-02_19-16-27-ComE-misc-football:static
"{'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.10878081211629163]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.1803394023676892]]}, '_wandb': {'runtime': 272}, '_runtime': 267, 'expansion': 2.7075000000000005, 'link_modularity': 0.10878081211629163, 'internal_edge_density': 0.3818929072330194, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.5403306286574997]]}, 'modularity_overlap': 0.1803394023676892, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.7075000000000005]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.3818929072330194]]}, '_step': 0, 'avg_odf': 2.7075000000000005, '_timestamp': 1643825758, 'modularity': 0.5403306286574997, 'community_count': 5, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.25454416321708306]]}, 'conductance': 0.25454416321708306, 'z_modularity': 1.3226562837778648, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.7075000000000005]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.3226562837778648]]}}","{'k': 3, 'ks': 5, 'lr': 0.12320876750585616, 'beta': 0.12910305552377918, 'alpha': 0.13993851629755266, 'dataset': 'misc-football', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 50, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 10000, 'num_workers': 10, 'walk_length': 40, 'window_size': 10, 'number_walks': 30, 'down_sampling': 0, 'representation_size': 32}",2022-02-02_19-11-30-ComE-misc-football:static
"{'conductance': 0.2710475580327588, 'link_modularity': 0.1052416951390246, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.9032215320910972]]}, '_wandb': {'runtime': 78}, 'z_modularity': 1.314308947609992, 'community_count': 5, 'internal_edge_density': 0.3559559570863919, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.2710475580327588]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.16402965275888842]]}, 'expansion': 2.9032215320910972, 'modularity': 0.5266387062264317, 'modularity_overlap': 0.16402965275888842, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.5266387062264317]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.10524169513902461]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.3559559570863919]]}, '_step': 0, 'avg_odf': 2.9032215320910972, '_runtime': 73, '_timestamp': 1643825459, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.9032215320910972]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 1.314308947609992]]}}","{'k': 5, 'ks': 5, 'lr': 0.12541847456102417, 'beta': 0.12476444205405449, 'alpha': 0.16298919780072013, 'dataset': 'misc-football', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 10, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 100000, 'num_workers': 10, 'walk_length': 40, 'window_size': 5, 'number_walks': 30, 'down_sampling': 0, 'representation_size': 128}",2022-02-02_19-09-46-ComE-misc-football:static
"{'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.09160929302792671]]}, 'avg_odf': 2.2413204064151073, '_runtime': 9312, 'expansion': 2.2413204064151073, 'modularity': 0.38577289552429567, 'community_count': 5, 'link_modularity': 0.09160929302792672, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.8938981469964189]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.0011511758327933078]]}, '_wandb': {'runtime': 9316}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.3902348608618449]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, '_timestamp': 1643825357, 'conductance': 0.3902348608618449, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.2413204064151073]]}, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.38577289552429567]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.0004645336022586621]]}, '_step': 0, 'z_modularity': 0.8938981469964189, 'modularity_overlap': 0.0004645336022586621, 'internal_edge_density': 0.0011511758327933078, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.2413204064151073]]}}","{'k': 10, 'ks': 5, 'lr': 0.152212811172841, 'beta': 0.17554516049153365, 'alpha': 0.167384926651772, 'dataset': 'imdb-5000-movie-dataset', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 20, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 100000, 'num_workers': 10, 'walk_length': 40, 'window_size': 5, 'number_walks': 15, 'down_sampling': 0, 'representation_size': 64}",2022-02-02_16-34-05-ComE-imdb-5000-movie-dataset:static
"{'expansion': 2.5243568975504247, 'conductance': 0.4160780529302979, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.08676262254859715]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.0011668126961820809]]}, 'avg_odf': 2.5243568975504247, '_runtime': 1894, 'internal_edge_density': 0.0011668126961820809, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.5243568975504247]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.4160780529302979]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, '_timestamp': 1643816017, 'z_modularity': 0.8512536336207355, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.3622593811253613]]}, '_wandb': {'runtime': 1899}, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.5243568975504247]]}, 'community_count': 5, 'link_modularity': 0.08676262254859715, 'modularity_overlap': 0.0004257738328511408, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.8512536336207355]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.00042577383285114076]]}, '_step': 0, 'modularity': 0.3622593811253613}","{'k': 5, 'ks': 5, 'lr': 0.02457368330353958, 'beta': 0.14545028623608336, 'alpha': 0.13347465827380536, 'dataset': 'imdb-5000-movie-dataset', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 10, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 100000, 'num_workers': 10, 'walk_length': 40, 'window_size': 20, 'number_walks': 5, 'down_sampling': 0, 'representation_size': 64}",2022-02-02_16-02-03-ComE-imdb-5000-movie-dataset:static
"{'_runtime': 1560, '_timestamp': 1643814095, 'conductance': 0.4044265359239186, 'link_modularity': 0.08768421293741198, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.37468454930825423]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.40442653592391853]]}, 'avg_odf': 2.4462807424989306, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.8883716880592016]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 5]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, 0.00046887363537658616]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.001144422968672081]]}, '_step': 0, 'expansion': 2.4462807424989306, 'community_count': 5, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 2.4462807424989306]]}, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 2.4462807424989306]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.08768421293741198]]}, '_wandb': {'runtime': 1564}, 'modularity': 0.37468454930825423, 'z_modularity': 0.8883716880592016, 'modularity_overlap': 0.00046887363537658616, 'internal_edge_density': 0.001144422968672081}","{'k': 10, 'ks': 5, 'lr': 0.0561870503454079, 'beta': 0.16108868623334452, 'alpha': 0.12331081097641897, 'dataset': 'imdb-5000-movie-dataset', 'timeout': -1, 'version': 'static', 'baseline': 'ComE', 'negative': 5, 'num_iter': 10, 'reg_covar': 1e-05, 'batch_size': 50, 'table_size': 100000, 'num_workers': 10, 'walk_length': 40, 'window_size': 5, 'number_walks': 5, 'down_sampling': 0, 'representation_size': 32}",2022-02-02_15-35-34-ComE-imdb-5000-movie-dataset:static
"{'_wandb': {'runtime': 15}, 'conductance': 0.8732668997379769, 'community_count': 12.571428571428571, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.053732195646331624], [1, 0.04806182828160852], [2, 0.0878422004132231], [3, 0.05076297616395628], [4, -0.043703703703703696], [5, -0.028390948216021103], [6, 0.00902401777037345]]}, '_step': 0, 'link_modularity': 0.032668983898697226, 'internal_edge_density': 0.31421705278848133, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 9.93174603174603], [1, 9.291666666666666], [2, 7.042929292929292], [3, 5.538888888888889], [4, 5.72], [5, 11.866666666666665], [6, 8.571428571428571]]}, '_runtime': 11, 'modularity': 0.025332652336538312, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.8534331079548471], [1, 0.8954572556105124], [2, 0.8984708423935069], [3, 0.5839599468631727], [4, 0.9665167416291853], [5, 0.9769777006619111], [6, 0.938052703052703]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.1363742209783923], [1, 0.13679622073219064], [2, 0.20518346578016314], [3, 0.10287179556606983], [4, -0.11182267476930957], [5, -0.1173718668312587], [6, 0.024550371306981653]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, -0.211437718215924], [1, -0.18264641676406382], [2, 0.011003371017960586], [3, -0.040722436967535004], [4, -0.04142760942760943], [5, -0.11925183328692102], [6, -0.1592098830874341]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.4666666666666667], [1, 0.3351851851851852], [2, 0.20912975912975912], [3, 0.5744107744107744], [4, 0.11333333333333333], [5, 0.18333333333333332], [6, 0.31746031746031744]]}, 'expansion': 8.280475159760874, '_timestamp': 1643794285, 'z_modularity': 0.053797361823318464, 'modularity_overlap': -0.10624178953307528, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 9.93174603174603], [1, 9.291666666666666], [2, 7.042929292929292], [3, 5.538888888888889], [4, 5.72], [5, 11.866666666666665], [6, 8.571428571428571]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 10], [1, 12], [2, 13], [3, 3], [4, 15], [5, 20], [6, 15]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.03549323994063317], [1, 0.027803621418773076], [2, 0.04751165219466547], [3, 0.06756496640347368], [4, 0.02084619938177135], [5, 0.004919808569473532], [6, 0.0245433993820903]]}, 'avg_odf': 8.280475159760874}","{'beta': 0.713924306041298, 'alpha': 0.6991942276948384, 'dataset': 'star-wars', 'timeout': 3600, 'version': 'split_7', 'baseline': 'ESPRA'}",2022-02-02_10-31-13-ESPRA-star-wars:split_7
"{'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.03549323994063317], [1, 0.027803610072987], [2, 0.04669006918705347], [3, 0.04518658907263846], [4, 0.02084619938177135], [5, 0.004919793849748647], [6, 0.025519284622471654]]}, '_wandb': {'runtime': 15}, '_timestamp': 1643794237, 'modularity_overlap': -0.1151746776684604, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 9.93174603174603], [1, 9.083333333333334], [2, 7.171807359307359], [3, 7.115646258503402], [4, 5.72], [5, 11.841666666666665], [6, 8.2]]}, 'z_modularity': 0.05700024376930881, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.1363742209783923], [1, 0.13464856857484006], [2, 0.21866952182451618], [3, 0.12182450592914361], [4, -0.11182267476930957], [5, -0.11879958536092453], [6, 0.018107149208503728]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, -0.211437718215924], [1, -0.19398900935665642], [2, 0.013738322130828253], [3, -0.17359337571033676], [4, -0.04142760942760943], [5, -0.11938341223428943], [6, -0.08012994086523498]]}, '_step': 0, 'avg_odf': 8.437742807079543, 'expansion': 8.437742807079543, 'conductance': 0.9046405634637632, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.053732195646331624], [1, 0.047397657287767195], [2, 0.0922488378099173], [3, 0.05343617732234351], [4, -0.043703703703703696], [5, -0.02883057985098801], [6, 0.0068027210884353765]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.8534331079548471], [1, 0.899018509171766], [2, 0.9046877283923145], [3, 0.7939077771781495], [4, 0.9665167416291853], [5, 0.9770451770451771], [6, 0.9378749028749028]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 10], [1, 12], [2, 14], [3, 7], [4, 15], [5, 20], [6, 15]]}, '_runtime': 11, 'modularity': 0.025869043657157614, 'internal_edge_density': 0.2996793984549086, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 9.93174603174603], [1, 9.083333333333334], [2, 7.171807359307359], [3, 7.115646258503402], [4, 5.72], [5, 11.841666666666665], [6, 8.2]]}, 'community_count': 13.285714285714286, 'link_modularity': 0.029494112303900536, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.4666666666666667], [1, 0.3351851851851852], [2, 0.1990105132962276], [3, 0.5557823129251701], [4, 0.11333333333333333], [5, 0.18333333333333332], [6, 0.24444444444444444]]}}","{'beta': 0.7465033494641004, 'alpha': 0.7798836791386426, 'dataset': 'star-wars', 'timeout': 3600, 'version': 'split_7', 'baseline': 'ESPRA'}",2022-02-02_10-30-26-ESPRA-star-wars:split_7
"{'_wandb': {'runtime': 15}, '_timestamp': 1643794191, 'conductance': 0.850247520325491, 'snapshots/modularity_table': {'columns': ['snapshot', 'snapshots/modularity'], 'data': [[0, 0.053732195646331624], [1, 0.054582779857505155], [2, 0.09731727789256192], [3, 0.04419135664958788], [4, 0.024938271604938198], [5, -0.02313850710352168], [6, 0.07820815400990318]]}, 'snapshots/z_modularity_table': {'columns': ['snapshot', 'snapshots/z_modularity'], 'data': [[0, 0.1363742209783923], [1, 0.1583895329768958], [2, 0.22854960542825056], [3, 0.09461912476695408], [4, 0.07039423234832358], [5, -0.09456931549881703], [6, 0.157131240491583]]}, 'snapshots/modularity_overlap_table': {'columns': ['snapshot', 'snapshots/modularity_overlap'], 'data': [[0, -0.211437718215924], [1, -0.08497042391160038], [2, 0.024347252893028717], [3, -0.17653411568950006], [4, 0.0001936577099975856], [5, -0.07542397660818714], [6, -0.022366270483237853]]}, 'snapshots/internal_edge_density_table': {'columns': ['snapshot', 'snapshots/internal_edge_density'], 'data': [[0, 0.4666666666666667], [1, 0.1837037037037037], [2, 0.2091908091908092], [3, 0.6838624338624338], [4, 0.30196078431372547], [5, 0.13333333333333333], [6, 0.375]]}, 'z_modularity': 0.1072698059273689, 'link_modularity': 0.0547056301642749, 'snapshots/expansion_table': {'columns': ['snapshot', 'snapshots/expansion'], 'data': [[0, 9.93174603174603], [1, 10.03111111111111], [2, 6.927331002331003], [3, 6.238095238095238], [4, 1.911111111111111], [5, 12.05], [6, 6.012605042016807]]}, 'snapshots/conductance_table': {'columns': ['snapshot', 'snapshots/conductance'], 'data': [[0, 0.8534331079548471], [1, 0.927212389414629], [2, 0.8942968033413027], [3, 0.7226956594603653], [4, 0.7620481927710843], [5, 0.9769597069597069], [6, 0.815086782376502]]}, '_step': 0, '_runtime': 11, 'modularity': 0.0471187897939009, 'snapshots/avg_odf_table': {'columns': ['snapshot', 'snapshots/avg_odf'], 'data': [[0, 9.93174603174603], [1, 10.03111111111111], [2, 6.927331002331003], [3, 6.238095238095238], [4, 1.911111111111111], [5, 12.05], [6, 6.012605042016807]]}, 'snapshots/community_count_table': {'columns': ['snapshot', 'snapshots/community_count'], 'data': [[0, 10], [1, 15], [2, 13], [3, 6], [4, 5], [5, 20], [6, 7]]}, 'snapshots/link_modularity_table': {'columns': ['snapshot', 'snapshots/link_modularity'], 'data': [[0, 0.03549323994063317], [1, 0.027797054271504824], [2, 0.048333157533457655], [3, 0.05259937405497459], [4, 0.12379657152858357], [5, 0.005903248740273863], [6, 0.08901676508049662]]}, 'avg_odf': 7.585999933773044, 'expansion': 7.585999933773044, 'community_count': 10.857142857142858, 'modularity_overlap': -0.07802737061506045, 'internal_edge_density': 0.3362453901529531}","{'beta': 0.5768659119056833, 'alpha': 0.8959062289836754, 'dataset': 'star-wars', 'timeout': 3600, 'version': 'split_7', 'baseline': 'ESPRA'}",2022-02-02_10-29-39-ESPRA-star-wars:split_7
