baseline,avg_odf,avg_odf_rank,conductance,conductance_rank,expansion,expansion_rank,f1,f1_rank,internal_edge_density,internal_edge_density_rank,link_modularity,link_modularity_rank,modularity_overlap,modularity_overlap_rank,name,nf1,nf1_rank,omega,omega_rank,overlapping_nmi,overlapping_nmi_rank,runtime,z_modularity,z_modularity_rank,total,run_count
Louvain-Dynamic,3.564585563599399,1.5,0.21111108844133197,1.5,3.564585563599399,1.5,0.0146619228054523,1.5,0.5123759277804509,1.5,0.09630627289714384,1.5,0.3753337470003736,1.5,2022-02-01_14-50-25-Louvain-Dynamic-DBLP-V1:split_5,0.0002159184850380992,1.5,0.009383179706113413,1.5,0,1.5,578,9.091865372248838,1.5,0,4
Dynamo,3.564585563599399,1.5,0.21111108844133197,1.5,3.564585563599399,1.5,0.0146619228054523,1.5,0.5123759277804509,1.5,0.09630627289714384,1.5,0.3753337470003736,1.5,2022-01-31_01-51-33-Dynamo-DBLP-V1:split_5,0.0002159184850380992,1.5,0.009383179706113413,1.5,0,1.5,578,9.091865372248838,1.5,0,6
