baseline,avg_odf,avg_odf_rank,conductance,conductance_rank,expansion,expansion_rank,internal_edge_density,internal_edge_density_rank,link_modularity,link_modularity_rank,modularity,modularity_overlap,modularity_overlap_rank,modularity_rank,name,runtime,z_modularity,z_modularity_rank,total,run_count
Louvain,1.4022435921942709,1.0,0.3677593642973973,2.0,1.4022435921942709,1.0,0.16064168524508524,1.0,0.08647393543272847,2.0,0.44703810262147187,0.1218883856635694,1.0,1.0,2022-02-01_09-07-18-Louvain-imdb-5000-movie-dataset:static,33.0,1.2494249790774474,1.0,6,3
ComE,2.1290968691218137,2.0,0.3792525670703511,1.0,2.1290968691218137,2.0,0.0011683886926599563,2.0,0.09059055013673224,1.0,0.3733985270283179,0.000497364885814103,2.0,2.0,2022-02-01_04-02-40-ComE-imdb-5000-movie-dataset:static,68998.0,0.8591020167871651,2.0,2,1
